,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
21238,35,Huskies,Huskies_M3,Huskies_D1,1H,1248.45724,Simple pass,12,36,14.0,10.0,M,23,0,"(23, 0)",74,D,"('M', 'D')",1668
21239,35,Huskies,Huskies_M12,Huskies_F2,1H,1255.31816,Simple pass,42,18,40.0,30.0,M,20,11,"(20, 11)",11,F,"('M', 'F')",849
21240,35,Huskies,Huskies_F2,Huskies_D3,1H,1258.646348,Simple pass,40,30,52.0,74.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21242,35,Huskies,Huskies_F5,Huskies_F2,1H,1313.597965,Simple pass,65,57,62.0,77.0,F,14,11,"(14, 11)",23,F,"('F', 'F')",299
21243,35,Huskies,Huskies_F2,Huskies_D1,1H,1315.593194,Simple pass,62,77,46.0,60.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
21244,35,Huskies,Huskies_D1,Huskies_D4,1H,1318.216298,Simple pass,46,60,58.0,21.0,D,0,4,"(0, 4)",73,D,"('D', 'D')",1478
21245,35,Huskies,Huskies_D4,Huskies_D1,1H,1323.67834,Simple pass,58,21,37.0,30.0,D,4,0,"(4, 0)",57,D,"('D', 'D')",1478
21246,35,Huskies,Huskies_F5,Huskies_D8,1H,1348.0325380000002,Simple pass,83,86,82.0,95.0,F,14,8,"(14, 8)",10,D,"('F', 'D')",655
21247,35,Huskies,Huskies_D8,Huskies_F6,1H,1351.523767,Simple pass,82,95,79.0,87.0,D,8,15,"(8, 15)",49,F,"('D', 'F')",999
21248,35,Huskies,Huskies_F6,Huskies_F5,1H,1353.883874,Simple pass,79,87,77.0,84.0,F,15,14,"(15, 14)",18,F,"('F', 'F')",299
21249,35,Huskies,Huskies_F5,Huskies_F2,1H,1356.549082,Simple pass,77,84,75.0,60.0,F,14,11,"(14, 11)",23,F,"('F', 'F')",299
21250,35,Huskies,Huskies_F2,Huskies_M3,1H,1358.14527,Simple pass,75,60,63.0,55.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
21251,35,Huskies,Huskies_M3,Huskies_D4,1H,1359.228458,Simple pass,63,55,67.0,30.0,M,23,4,"(23, 4)",88,D,"('M', 'D')",1668
21252,35,Huskies,Huskies_D4,Huskies_M1,1H,1361.216396,Simple pass,67,30,74.0,17.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
21253,35,Huskies,Huskies_M1,Huskies_D4,1H,1376.765126,Simple pass,74,17,70.0,2.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
21254,35,Huskies,Huskies_F5,Huskies_M1,1H,1382.477282,Simple pass,79,21,78.0,26.0,F,14,17,"(14, 17)",9,M,"('F', 'M')",699
21260,35,Huskies,Huskies_D3,Huskies_M3,1H,1418.927971,Simple pass,24,73,29.0,52.0,D,3,23,"(3, 23)",54,M,"('D', 'M')",1520
21261,35,Huskies,Huskies_M3,Huskies_D1,1H,1422.0190539999999,Simple pass,29,52,36.0,30.0,M,23,0,"(23, 0)",74,D,"('M', 'D')",1668
21262,35,Huskies,Huskies_D1,Huskies_M12,1H,1427.059385,Simple pass,36,30,59.0,28.0,D,0,20,"(0, 20)",13,M,"('D', 'M')",1520
21263,35,Huskies,Huskies_M12,Huskies_D4,1H,1429.86149,Simple pass,59,28,55.0,8.0,M,20,4,"(20, 4)",24,D,"('M', 'D')",1668
21264,35,Huskies,Huskies_D4,Huskies_D1,1H,1434.6376779999998,Simple pass,55,8,36.0,35.0,D,4,0,"(4, 0)",57,D,"('D', 'D')",1478
21265,35,Huskies,Huskies_D1,Huskies_D3,1H,1437.177866,Simple pass,36,35,45.0,67.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
21266,35,Huskies,Huskies_D3,Huskies_D1,1H,1444.111304,Simple pass,45,67,50.0,27.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
21267,35,Huskies,Huskies_D1,Huskies_M1,1H,1447.9863460000001,Simple pass,50,27,62.0,36.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
21268,35,Huskies,Huskies_M1,Huskies_M3,1H,1449.076637,Simple pass,62,36,53.0,45.0,M,17,23,"(17, 23)",143,M,"('M', 'M')",1301
21269,35,Huskies,Huskies_M3,Huskies_M1,1H,1450.927825,Simple pass,53,45,62.0,28.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
21270,35,Huskies,Huskies_M1,Huskies_M12,1H,1453.941763,Simple pass,62,28,65.0,7.0,M,17,20,"(17, 20)",20,M,"('M', 'M')",1301
21271,35,Huskies,Huskies_M12,Huskies_D4,1H,1454.6354900000001,Simple pass,65,7,61.0,8.0,M,20,4,"(20, 4)",24,D,"('M', 'D')",1668
21272,35,Huskies,Huskies_D4,Huskies_F5,1H,1455.932717,Simple pass,61,8,79.0,37.0,D,4,14,"(4, 14)",33,F,"('D', 'F')",999
21274,35,Huskies,Huskies_D4,Huskies_M3,1H,1485.300506,Simple pass,72,10,61.0,22.0,D,4,23,"(4, 23)",63,M,"('D', 'M')",1520
21275,35,Huskies,Huskies_M3,Huskies_D1,1H,1488.736568,Simple pass,61,22,47.0,48.0,M,23,0,"(23, 0)",74,D,"('M', 'D')",1668
21276,35,Huskies,Huskies_D1,Huskies_D3,1H,1491.026776,Simple pass,47,48,58.0,71.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
21280,35,Huskies,Huskies_M3,Huskies_D8,1H,1525.211443,Simple pass,39,83,23.0,93.0,M,23,8,"(23, 8)",22,D,"('M', 'D')",1668
21281,35,Huskies,Huskies_D8,Huskies_D3,1H,1528.415631,Simple pass,23,93,13.0,89.0,D,8,3,"(8, 3)",42,D,"('D', 'D')",1478
21282,35,Huskies,Huskies_D3,Huskies_G1,1H,1531.545818,Simple pass,13,89,4.0,44.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
21283,35,Huskies,Huskies_G1,Huskies_D1,1H,1535.635152,Simple pass,4,44,24.0,28.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
21284,35,Huskies,Huskies_D1,Huskies_F2,1H,1542.83048,Simple pass,35,25,37.0,11.0,D,0,11,"(0, 11)",49,F,"('D', 'F')",999
21285,35,Huskies,Huskies_F2,Huskies_M3,1H,1547.989928,Simple pass,39,33,33.0,49.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
21286,35,Huskies,Huskies_M3,Huskies_D8,1H,1549.995052,High pass,33,49,69.0,94.0,M,23,8,"(23, 8)",22,D,"('M', 'D')",1668
21289,35,Huskies,Huskies_M1,Huskies_D1,1H,1571.418002,Simple pass,56,51,41.0,64.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
21290,35,Huskies,Huskies_D1,Huskies_M3,1H,1572.98219,Simple pass,41,64,48.0,55.0,D,0,23,"(0, 23)",51,M,"('D', 'M')",1520
21291,35,Huskies,Huskies_M3,Huskies_M1,1H,1574.8403779999999,Simple pass,48,55,47.0,49.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
21292,35,Huskies,Huskies_M1,Huskies_D1,1H,1577.418732,Simple pass,47,49,38.0,47.0,M,17,0,"(17, 0)",85,D,"('M', 'D')",1668
21293,35,Huskies,Huskies_D1,Huskies_D3,1H,1579.106982,Simple pass,38,47,35.0,72.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
21294,35,Huskies,Huskies_D3,Huskies_F2,1H,1581.8920859999998,Simple pass,35,72,64.0,85.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
21295,35,Huskies,Huskies_M3,Huskies_F6,1H,1589.1785849999999,Simple pass,64,73,65.0,81.0,M,23,15,"(23, 15)",16,F,"('M', 'F')",849
21296,35,Huskies,Huskies_F6,Huskies_F5,1H,1590.19371,Smart pass,65,81,88.0,74.0,F,15,14,"(15, 14)",18,F,"('F', 'F')",299
21297,35,Huskies,Huskies_F2,Huskies_D3,1H,1614.109931,Simple pass,68,96,58.0,86.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21298,35,Huskies,Huskies_D3,Huskies_D1,1H,1616.4150140000002,Simple pass,58,86,54.0,45.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
21299,35,Huskies,Huskies_D1,Huskies_D4,1H,1619.660181,Simple pass,54,45,64.0,5.0,D,0,4,"(0, 4)",73,D,"('D', 'D')",1478
21303,35,Huskies,Huskies_G1,Huskies_M3,1H,1639.902486,Hand pass,12,51,29.0,39.0,G,16,23,"(16, 23)",19,M,"('G', 'M')",81
21304,35,Huskies,Huskies_M3,Huskies_F2,1H,1640.732167,Simple pass,29,39,41.0,64.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
21305,35,Huskies,Huskies_F2,Huskies_D8,1H,1643.827354,Simple pass,41,64,71.0,94.0,F,11,8,"(11, 8)",41,D,"('F', 'D')",655
21306,35,Huskies,Huskies_D8,Huskies_F5,1H,1648.57852,Simple pass,71,94,74.0,74.0,D,8,14,"(8, 14)",18,F,"('D', 'F')",999
21307,35,Huskies,Huskies_M1,Huskies_D3,1H,1662.5897029999999,Simple pass,47,68,35.0,82.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
21308,35,Huskies,Huskies_D3,Huskies_M1,1H,1664.578891,Simple pass,35,82,51.0,51.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
21309,35,Huskies,Huskies_M1,Huskies_M12,1H,1667.604058,Simple pass,51,51,59.0,10.0,M,17,20,"(17, 20)",20,M,"('M', 'M')",1301
21319,35,Huskies,Huskies_G1,Huskies_F6,1H,1759.0487670000002,Hand pass,9,75,42.0,94.0,G,16,15,"(16, 15)",6,F,"('G', 'F')",133
21320,35,Huskies,Huskies_F6,Huskies_F2,1H,1763.523975,Simple pass,42,94,39.0,66.0,F,15,11,"(15, 11)",22,F,"('F', 'F')",299
21321,35,Huskies,Huskies_F2,Huskies_M3,1H,1767.095163,Simple pass,39,66,38.0,59.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
21322,35,Huskies,Huskies_M3,Huskies_D4,1H,1771.9655989999999,Simple pass,35,30,38.0,5.0,M,23,4,"(23, 4)",88,D,"('M', 'D')",1668
21328,35,Huskies,Huskies_D3,Huskies_F2,1H,1854.203837,Simple pass,58,80,63.0,62.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
21329,35,Huskies,Huskies_F2,Huskies_D3,1H,1855.8700039999999,Simple pass,63,62,58.0,77.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21330,35,Huskies,Huskies_D3,Huskies_F2,1H,1858.3851710000001,Simple pass,58,77,55.0,70.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
21331,35,Huskies,Huskies_F2,Huskies_D3,1H,1859.7893589999999,Simple pass,55,70,43.0,81.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21332,35,Huskies,Huskies_D3,Huskies_F2,1H,1862.8585649999998,Simple pass,43,81,47.0,68.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
21333,35,Huskies,Huskies_F2,Huskies_M1,1H,1865.872648,Simple pass,47,68,55.0,35.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
21334,35,Huskies,Huskies_D3,Huskies_M12,1H,1896.3890350000001,Head pass,33,20,61.0,0.0,D,3,20,"(3, 20)",9,M,"('D', 'M')",1520
21335,35,Huskies,Huskies_M12,Huskies_D1,1H,1898.8426359999999,Simple pass,61,0,23.0,12.0,M,20,0,"(20, 0)",4,D,"('M', 'D')",1668
21336,35,Huskies,Huskies_D1,Huskies_G1,1H,1901.6828030000001,Simple pass,23,12,8.0,12.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
21337,35,Huskies,Huskies_G1,Huskies_M3,1H,1909.828991,Simple pass,8,12,24.0,44.0,G,16,23,"(16, 23)",19,M,"('G', 'M')",81
21338,35,Huskies,Huskies_M3,Huskies_F6,1H,1917.486175,Simple pass,52,73,63.0,75.0,M,23,15,"(23, 15)",16,F,"('M', 'F')",849
21339,35,Huskies,Huskies_F6,Huskies_D8,1H,1919.492029,Simple pass,63,75,82.0,92.0,F,15,8,"(15, 8)",37,D,"('F', 'D')",655
21340,35,Huskies,Huskies_F6,Huskies_F2,1H,1951.8591940000001,Simple pass,80,79,89.0,99.0,F,15,11,"(15, 11)",22,F,"('F', 'F')",299
21341,35,Huskies,Huskies_F2,Huskies_F6,1H,1953.821382,Simple pass,89,99,80.0,89.0,F,11,15,"(11, 15)",23,F,"('F', 'F')",299
21342,35,Huskies,Huskies_M1,Huskies_D4,1H,2038.174211,Simple pass,71,72,64.0,52.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
21343,35,Huskies,Huskies_D4,Huskies_F2,1H,2040.467399,Simple pass,64,52,76.0,17.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
21344,35,Huskies,Huskies_F2,Huskies_D1,1H,2041.665691,Cross,76,17,89.0,60.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
21346,35,Huskies,Huskies_M1,Huskies_F6,1H,2094.7237210000003,Simple pass,41,76,49.0,99.0,M,17,15,"(17, 15)",31,F,"('M', 'F')",849
21351,35,Huskies,Huskies_F5,Huskies_F6,1H,2172.6863940000003,Simple pass,68,78,79.0,77.0,F,14,15,"(14, 15)",17,F,"('F', 'F')",299
21352,35,Huskies,Huskies_F6,Huskies_F5,1H,2173.562582,Simple pass,79,77,80.0,89.0,F,15,14,"(15, 14)",18,F,"('F', 'F')",299
21353,35,Huskies,Huskies_D1,Huskies_D4,1H,2180.984205,Head pass,48,70,58.0,38.0,D,0,4,"(0, 4)",73,D,"('D', 'D')",1478
21354,35,Huskies,Huskies_D4,Huskies_D8,1H,2183.649557,High pass,58,38,89.0,88.0,D,4,8,"(4, 8)",2,D,"('D', 'D')",1478
21355,35,Huskies,Huskies_M1,Huskies_G1,1H,2226.3534050000003,Simple pass,36,10,10.0,33.0,M,17,16,"(17, 16)",20,G,"('M', 'G')",45
21356,35,Huskies,Huskies_G1,Huskies_F2,1H,2236.454968,Hand pass,14,62,37.0,80.0,G,16,11,"(16, 11)",22,F,"('G', 'F')",133
21363,35,Huskies,Huskies_F2,Huskies_M3,1H,2309.896338,Simple pass,27,42,29.0,58.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
21364,35,Huskies,Huskies_F6,Huskies_M1,1H,2315.895603,Simple pass,39,66,58.0,71.0,F,15,17,"(15, 17)",19,M,"('F', 'M')",699
21366,35,Huskies,Huskies_D1,Huskies_D4,1H,2327.295411,Head pass,24,31,32.0,10.0,D,0,4,"(0, 4)",73,D,"('D', 'D')",1478
21367,35,Huskies,Huskies_D4,Huskies_M12,1H,2331.948516,Simple pass,32,10,66.0,17.0,D,4,20,"(4, 20)",19,M,"('D', 'M')",1520
21368,35,Huskies,Huskies_M12,Huskies_D4,1H,2335.354704,Simple pass,66,17,59.0,11.0,M,20,4,"(20, 4)",24,D,"('M', 'D')",1668
21369,35,Huskies,Huskies_F2,Huskies_D3,1H,2341.048225,Simple pass,43,20,56.0,67.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21370,35,Huskies,Huskies_D3,Huskies_F6,1H,2344.785413,Simple pass,56,67,74.0,91.0,D,3,15,"(3, 15)",21,F,"('D', 'F')",999
21371,35,Huskies,Huskies_F6,Huskies_F2,1H,2350.820245,Simple pass,72,61,72.0,31.0,F,15,11,"(15, 11)",22,F,"('F', 'F')",299
21372,35,Huskies,Huskies_F2,Huskies_M12,1H,2352.867433,Simple pass,72,31,85.0,14.0,F,11,20,"(11, 20)",18,M,"('F', 'M')",699
21373,35,Huskies,Huskies_D3,Huskies_D1,1H,2380.473348,Simple pass,52,90,44.0,47.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
21374,35,Huskies,Huskies_D1,Huskies_F2,1H,2383.532515,Simple pass,44,47,57.0,29.0,D,0,11,"(0, 11)",49,F,"('D', 'F')",999
21375,35,Huskies,Huskies_F2,Huskies_D4,1H,2386.047723,Simple pass,57,29,63.0,10.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
21376,35,Huskies,Huskies_D4,Huskies_M12,1H,2389.710869,Simple pass,63,10,65.0,10.0,D,4,20,"(4, 20)",19,M,"('D', 'M')",1520
21377,35,Huskies,Huskies_M3,Huskies_F6,1H,2445.460114,Simple pass,77,90,70.0,82.0,M,23,15,"(23, 15)",16,F,"('M', 'F')",849
21378,35,Huskies,Huskies_F6,Huskies_M3,1H,2447.927546,Simple pass,70,82,74.0,92.0,F,15,23,"(15, 23)",10,M,"('F', 'M')",699
21379,35,Huskies,Huskies_M3,Huskies_M1,1H,2452.741047,Simple pass,74,92,62.0,72.0,M,23,17,"(23, 17)",168,M,"('M', 'M')",1301
21380,35,Huskies,Huskies_M1,Huskies_F2,1H,2454.9862350000003,Simple pass,62,72,50.0,48.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
21381,35,Huskies,Huskies_F2,Huskies_D3,1H,2457.457423,Simple pass,50,48,46.0,58.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21382,35,Huskies,Huskies_D3,Huskies_M12,1H,2459.042611,High pass,46,58,84.0,35.0,D,3,20,"(3, 20)",9,M,"('D', 'M')",1520
21383,35,Huskies,Huskies_M12,Huskies_D1,1H,2472.994331,Simple pass,62,11,41.0,23.0,M,20,0,"(20, 0)",4,D,"('M', 'D')",1668
21384,35,Huskies,Huskies_D1,Huskies_D3,1H,2476.509539,Simple pass,41,23,44.0,52.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
21385,35,Huskies,Huskies_D3,Huskies_M1,1H,2479.709371,Simple pass,44,52,47.0,71.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
21386,35,Huskies,Huskies_M1,Huskies_D8,1H,2482.086496,Simple pass,47,71,43.0,84.0,M,17,8,"(17, 8)",46,D,"('M', 'D')",1668
21387,35,Huskies,Huskies_D8,Huskies_F5,1H,2485.020056,High pass,43,84,82.0,62.0,D,8,14,"(8, 14)",18,F,"('D', 'F')",999
21392,35,Huskies,Huskies_D3,Huskies_M3,1H,2499.4052030000003,Simple pass,43,78,55.0,67.0,D,3,23,"(3, 23)",54,M,"('D', 'M')",1520
21393,35,Huskies,Huskies_M3,Huskies_F2,1H,2500.385516,Simple pass,55,67,62.0,68.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
21394,35,Huskies,Huskies_F2,Huskies_M3,1H,2500.816704,Simple pass,62,68,58.0,78.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
21396,35,Huskies,Huskies_M3,Huskies_F2,1H,2513.320493,Simple pass,30,46,40.0,69.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
21397,35,Huskies,Huskies_M1,Huskies_D8,1H,2526.545778,Simple pass,84,94,78.0,80.0,M,17,8,"(17, 8)",46,D,"('M', 'D')",1668
21398,35,Huskies,Huskies_D8,Huskies_M1,1H,2529.546339,Simple pass,78,80,87.0,95.0,D,8,17,"(8, 17)",22,M,"('D', 'M')",1520
21399,35,Huskies,Huskies_D4,Huskies_M3,1H,2536.5288370000003,Simple pass,74,47,69.0,50.0,D,4,23,"(4, 23)",63,M,"('D', 'M')",1520
21400,35,Huskies,Huskies_M3,Huskies_D3,1H,2539.102025,Simple pass,69,50,62.0,77.0,M,23,3,"(23, 3)",56,D,"('M', 'D')",1668
21401,35,Huskies,Huskies_D3,Huskies_M1,1H,2541.414213,Simple pass,62,77,70.0,91.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
21402,35,Huskies,Huskies_M1,Huskies_D3,1H,2546.512833,Simple pass,70,91,62.0,91.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
21403,35,Huskies,Huskies_D3,Huskies_M1,1H,2551.319586,Simple pass,62,91,67.0,98.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
21404,35,Huskies,Huskies_M1,Huskies_F2,1H,2554.031916,Simple pass,67,98,57.0,71.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
21405,35,Huskies,Huskies_F2,Huskies_M3,1H,2556.2420230000002,Simple pass,57,71,63.0,69.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
21406,35,Huskies,Huskies_M3,Huskies_M12,1H,2557.5691269999998,High pass,63,69,87.0,93.0,M,23,20,"(23, 20)",28,M,"('M', 'M')",1301
21417,35,Huskies,Huskies_D1,Huskies_G1,1H,2672.866984,Head pass,29,61,8.0,64.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
21418,35,Huskies,Huskies_G1,Huskies_D1,1H,2677.3779219999997,Hand pass,8,64,29.0,39.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
21419,35,Huskies,Huskies_D1,Huskies_M3,1H,2683.02713,Simple pass,29,39,36.0,18.0,D,0,23,"(0, 23)",51,M,"('D', 'M')",1520
21420,35,Huskies,Huskies_M3,Huskies_F5,1H,2690.181192,Simple pass,65,18,70.0,38.0,M,23,14,"(23, 14)",12,F,"('M', 'F')",849
21421,35,Huskies,Huskies_F2,Huskies_F6,1H,2698.03811,Simple pass,70,63,86.0,69.0,F,11,15,"(11, 15)",23,F,"('F', 'F')",299
21422,35,Huskies,Huskies_M12,Huskies_D1,2H,1.5897899999999936,Simple pass,48,48,34.0,37.0,M,20,0,"(20, 0)",4,D,"('M', 'D')",1668
21423,35,Huskies,Huskies_D1,Huskies_F5,2H,4.532978000000185,High pass,34,37,82.0,15.0,D,0,14,"(0, 14)",19,F,"('D', 'F')",999
21424,35,Huskies,Huskies_D1,Huskies_D8,2H,17.158268000000135,Simple pass,26,34,28.0,66.0,D,0,8,"(0, 8)",23,D,"('D', 'D')",1478
21425,35,Huskies,Huskies_D8,Huskies_G1,2H,22.619726999999784,Simple pass,28,66,9.0,49.0,D,8,16,"(8, 16)",14,G,"('D', 'G')",443
21426,35,Huskies,Huskies_G1,Huskies_D1,2H,24.99083100000007,Simple pass,9,49,23.0,17.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
21427,35,Huskies,Huskies_D1,Huskies_D4,2H,27.40203900000006,Simple pass,23,17,34.0,3.0,D,0,4,"(0, 4)",73,D,"('D', 'D')",1478
21428,35,Huskies,Huskies_D4,Huskies_F5,2H,33.336327999999874,Simple pass,61,8,66.0,17.0,D,4,14,"(4, 14)",33,F,"('D', 'F')",999
21432,35,Huskies,Huskies_F2,Huskies_D1,2H,62.16265800000019,Simple pass,55,25,38.0,30.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
21433,35,Huskies,Huskies_D1,Huskies_M3,2H,63.20403399999986,Simple pass,38,30,43.0,39.0,D,0,23,"(0, 23)",51,M,"('D', 'M')",1520
21434,35,Huskies,Huskies_M3,Huskies_D8,2H,65.80497100000002,Simple pass,43,39,35.0,80.0,M,23,8,"(23, 8)",22,D,"('M', 'D')",1668
21435,35,Huskies,Huskies_D8,Huskies_M12,2H,68.73205400000006,Simple pass,35,80,57.0,93.0,D,8,20,"(8, 20)",10,M,"('D', 'M')",1520
21436,35,Huskies,Huskies_M12,Huskies_D8,2H,70.69270000000007,Simple pass,57,93,39.0,93.0,M,20,8,"(20, 8)",2,D,"('M', 'D')",1668
21438,35,Huskies,Huskies_D8,Huskies_D3,2H,92.34949300000015,Simple pass,57,93,35.0,87.0,D,8,3,"(8, 3)",42,D,"('D', 'D')",1478
21439,35,Huskies,Huskies_D3,Huskies_D1,2H,99.50709800000004,Simple pass,38,60,39.0,25.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
21440,35,Huskies,Huskies_D1,Huskies_D4,2H,102.34526499999993,Simple pass,39,25,38.0,5.0,D,0,4,"(0, 4)",73,D,"('D', 'D')",1478
21441,35,Huskies,Huskies_D4,Huskies_F5,2H,104.79830700000002,High pass,38,5,62.0,36.0,D,4,14,"(4, 14)",33,F,"('D', 'F')",999
21442,35,Huskies,Huskies_F5,Huskies_D3,2H,108.05468299999984,Simple pass,62,36,52.0,68.0,F,14,3,"(14, 3)",1,D,"('F', 'D')",655
21443,35,Huskies,Huskies_D3,Huskies_D8,2H,112.31182900000022,Simple pass,52,68,58.0,77.0,D,3,8,"(3, 8)",42,D,"('D', 'D')",1478
21444,35,Huskies,Huskies_D8,Huskies_M12,2H,114.32101700000021,Simple pass,58,77,72.0,91.0,D,8,20,"(8, 20)",10,M,"('D', 'M')",1520
21457,35,Huskies,Huskies_D1,Huskies_M1,2H,279.73642199999995,Head pass,35,21,59.0,25.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
21459,35,Huskies,Huskies_F2,Huskies_D3,2H,290.30171599999994,Simple pass,57,30,38.0,48.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
21460,35,Huskies,Huskies_D3,Huskies_M12,2H,291.5466110000002,Simple pass,38,48,53.0,67.0,D,3,20,"(3, 20)",9,M,"('D', 'M')",1520
21461,35,Huskies,Huskies_M12,Huskies_F6,2H,300.995218,Cross,80,85,93.0,29.0,M,20,15,"(20, 15)",4,F,"('M', 'F')",849
21469,35,Huskies,Huskies_D3,Huskies_G1,2H,535.0514589999998,Simple pass,26,12,1.0,31.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
21470,35,Huskies,Huskies_G1,Huskies_D3,2H,538.6448350000002,Simple pass,1,31,26.0,2.0,G,16,3,"(16, 3)",49,D,"('G', 'D')",257
21472,35,Huskies,Huskies_F6,Huskies_D4,2H,551.0320029999998,Simple pass,68,6,69.0,4.0,F,15,4,"(15, 4)",7,D,"('F', 'D')",655
21473,35,Huskies,Huskies_D4,Huskies_M4,2H,551.7559419999999,Simple pass,69,4,67.0,16.0,D,4,24,"(4, 24)",33,M,"('D', 'M')",1520
21474,35,Huskies,Huskies_M4,Huskies_F2,2H,553.2800670000001,Simple pass,67,16,72.0,32.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
21482,35,Huskies,Huskies_D4,Huskies_M1,2H,672.9399920000002,Simple pass,22,27,34.0,26.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
21483,35,Huskies,Huskies_F5,Huskies_F6,2H,680.905597,Simple pass,70,20,69.0,28.0,F,14,15,"(14, 15)",17,F,"('F', 'F')",299
21487,35,Huskies,Huskies_F2,Huskies_D1,2H,708.9003269999997,Simple pass,30,51,21.0,35.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
21488,35,Huskies,Huskies_D4,Huskies_F6,2H,738.9376200000003,Simple pass,64,6,70.0,22.0,D,4,15,"(4, 15)",20,F,"('D', 'F')",999
21497,35,Huskies,Huskies_M4,Huskies_M1,2H,853.6246050000001,Simple pass,62,31,51.0,25.0,M,24,17,"(24, 17)",71,M,"('M', 'M')",1301
21498,35,Huskies,Huskies_M1,Huskies_F5,2H,855.3089599999997,Simple pass,51,25,69.0,30.0,M,17,14,"(17, 14)",13,F,"('M', 'F')",849
21499,35,Huskies,Huskies_F5,Huskies_D4,2H,857.1331470000001,Simple pass,69,30,61.0,7.0,F,14,4,"(14, 4)",20,D,"('F', 'D')",655
21500,35,Huskies,Huskies_D4,Huskies_F6,2H,859.6702719999997,Simple pass,61,7,65.0,7.0,D,4,15,"(4, 15)",20,F,"('D', 'F')",999
21501,35,Huskies,Huskies_F6,Huskies_M4,2H,862.6034390000001,Simple pass,65,7,62.0,35.0,F,15,24,"(15, 24)",25,M,"('F', 'M')",699
21502,35,Huskies,Huskies_M4,Huskies_F2,2H,866.931752,Simple pass,70,40,63.0,63.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
