,Unnamed: 0,Unnamed: 0.1,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount,dist,PositionFitPairScore,OneDevideDist,StdPassingBetweenPlayerCount,weight,OutCount,InCount
7303,7303,16453,27,Huskies,Huskies_M6,Huskies_D5,1H,1797.216607,Simple pass,68,33,83.0,6.0,M,26,5,"(5, 26)",71,D,"('M', 'D')",1668,30.886890422961002,0.25,0.0323761954119088,0.3867403314917127,0.23447556861848023,508,581
7304,7304,16462,27,Huskies,Huskies_D8,Huskies_F6,1H,1901.5528550000001,Simple pass,9,87,32.0,96.0,D,8,15,"(15, 8)",49,F,"('D', 'F')",999,24.698178070456933,0.5,0.0404888165089458,0.26519337016574585,0.28739468225776116,263,295
7305,7305,16463,27,Huskies,Huskies_F6,Huskies_F4,1H,1904.1257269999999,Simple pass,32,96,47.0,73.0,F,15,13,"(13, 15)",16,F,"('F', 'F')",299,27.459060435491967,1.0,0.03641785203646149,0.08287292817679558,0.38556953029438185,223,289
7306,7306,16464,27,Huskies,Huskies_F4,Huskies_M4,1H,1905.5822460000002,Simple pass,47,73,37.0,68.0,F,13,24,"(24, 13)",12,M,"('F', 'M')",699,11.180339887498945,0.75,0.08944271909999159,0.06077348066298342,0.29627886193714886,125,521
7307,7307,16465,27,Huskies,Huskies_M4,Huskies_F2,1H,1907.388908,Simple pass,37,68,41.0,34.0,M,24,11,"(11, 24)",50,F,"('M', 'F')",849,34.23448553724738,0.25,0.0292103118918493,0.2707182320441989,0.20226257678201143,497,927
7308,7308,16466,27,Huskies,Huskies_F2,Huskies_D5,1H,1910.5191510000002,Simple pass,41,34,34.0,34.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,7.0,0.5,0.14285714285714285,0.4585635359116022,0.3380788675174041,859,581
7309,7309,16467,27,Huskies,Huskies_D5,Huskies_F2,1H,1912.987484,Simple pass,34,34,38.0,14.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,20.396078054371138,0.5,0.04902903378454601,0.5303867403314917,0.36489541375579404,625,927
7310,7310,16468,27,Huskies,Huskies_F2,Huskies_D5,1H,1914.608055,Simple pass,38,14,42.0,30.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,16.492422502470642,0.5,0.060633906259083235,0.4585635359116022,0.3380788675174041,859,581
7311,7311,16469,27,Huskies,Huskies_D5,Huskies_F2,1H,1916.108972,Simple pass,42,30,35.0,16.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,15.652475842498527,0.5,0.06388765649999399,0.5303867403314917,0.36489541375579404,625,927
7312,7312,16470,27,Huskies,Huskies_F2,Huskies_M1,1H,1917.160655,Simple pass,35,16,34.0,45.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,29.017236257093817,0.75,0.03446227583977888,0.6408839779005525,0.4924720117516282,859,1017
7313,7313,16471,27,Huskies,Huskies_M1,Huskies_D1,1H,1918.976118,Simple pass,34,45,43.0,72.0,M,17,0,"(0, 17)",85,D,"('M', 'D')",1668,28.46049894151541,0.25,0.035136418446315335,0.4640883977900552,0.2570323265472936,1255,678
7314,7314,16472,27,Huskies,Huskies_D1,Huskies_F6,1H,1922.1640300000001,Simple pass,43,72,63.0,95.0,D,0,15,"(15, 0)",18,F,"('D', 'F')",999,30.479501308256346,0.5,0.03280893574623933,0.09392265193370164,0.2087649252288012,851,295
7315,7315,16473,27,Huskies,Huskies_F6,Huskies_D8,1H,1927.695494,Simple pass,62,81,62.0,94.0,F,15,8,"(8, 15)",37,D,"('F', 'D')",655,13.0,0.5,0.07692307692307693,0.19889502762430936,0.2690580955375923,223,287
7316,7316,16474,27,Huskies,Huskies_D8,Huskies_M1,1H,1929.7526890000001,Simple pass,62,94,56.0,72.0,D,8,17,"(17, 8)",22,M,"('D', 'M')",1520,22.803508501982762,0.75,0.043852900965351466,0.1160220994475138,0.3132819218970083,263,1017
7317,7317,16475,27,Huskies,Huskies_M1,Huskies_D1,1H,1934.779247,Simple pass,56,72,34.0,79.0,M,17,0,"(0, 17)",85,D,"('M', 'D')",1668,23.08679276123039,0.25,0.043314808182421,0.4640883977900552,0.2570323265472936,1255,678
7318,7318,16476,27,Huskies,Huskies_D1,Huskies_F4,1H,1943.020781,High pass,51,86,81.0,74.0,D,0,13,"(13, 0)",19,F,"('D', 'F')",999,32.31098884280702,0.5,0.03094922302950865,0.09944751381215468,0.21063087243690082,851,289
7319,7319,16477,27,Huskies,Huskies_M4,Huskies_D5,1H,1949.393431,Simple pass,68,62,78.0,12.0,M,24,5,"(5, 24)",23,D,"('M', 'D')",1668,50.99019513592785,0.25,0.019611613513818404,0.12154696132596685,0.14294540236457945,497,581
7320,7320,16478,27,Huskies,Huskies_D5,Huskies_M4,1H,1954.462446,Simple pass,78,12,68.0,33.0,D,5,24,"(24, 5)",29,M,"('D', 'M')",1520,23.259406699226016,0.75,0.042993358039234784,0.15469613259668508,0.3232104362837578,625,521
7321,7321,16480,27,Huskies,Huskies_D9,Huskies_G1,1H,1991.672292,Simple pass,16,7,9.0,37.0,D,9,16,"(16, 9)",8,G,"('D', 'G')",443,30.805843601498733,0.5,0.032461373658059775,0.03867403314917127,0.18887353851314737,57,496
7322,7322,16481,27,Huskies,Huskies_G1,Huskies_D9,1H,1995.963257,Simple pass,9,37,19.0,20.0,G,16,9,"(9, 16)",9,D,"('G', 'D')",257,19.723082923316017,0.5,0.05070201265633938,0.044198895027624314,0.1952378097841324,473,41
7323,7323,16482,27,Huskies,Huskies_D9,Huskies_G1,1H,1999.92158,Simple pass,19,20,11.0,64.0,D,9,16,"(16, 9)",8,G,"('D', 'G')",443,44.721359549995796,0.5,0.022360679774997897,0.03867403314917127,0.18887353851314737,57,496
7324,7324,16483,27,Huskies,Huskies_G1,Huskies_D1,1H,2002.603019,Simple pass,11,64,25.0,96.0,G,16,0,"(0, 16)",76,D,"('G', 'D')",257,34.928498393145965,0.5,0.028629916715693413,0.4143646408839779,0.3176955831493369,473,678
7325,7325,16484,27,Huskies,Huskies_D1,Huskies_D8,1H,2006.197786,Simple pass,25,96,64.0,94.0,D,0,8,"(8, 0)",23,D,"('D', 'D')",1478,39.05124837953327,1.0,0.0256073759865792,0.12154696132596685,0.38841707738975945,851,287
7326,7326,16485,27,Huskies,Huskies_D8,Huskies_M4,1H,2011.908107,Simple pass,71,91,67.0,80.0,D,8,24,"(24, 8)",28,M,"('D', 'M')",1520,11.704699910719626,0.75,0.0854357657716761,0.14917127071823205,0.3214237864846304,263,521
7327,7327,16486,27,Huskies,Huskies_M4,Huskies_F2,1H,2013.4399230000001,Simple pass,67,80,64.0,61.0,M,24,11,"(11, 24)",50,F,"('M', 'F')",849,19.235384061671343,0.25,0.05198752449100364,0.2707182320441989,0.20226257678201143,497,927
7328,7328,16487,27,Huskies,Huskies_F2,Huskies_D8,1H,2016.334797,High pass,64,61,75.0,97.0,F,11,8,"(8, 11)",41,D,"('F', 'D')",655,37.64306044943742,0.5,0.02656532141809275,0.22099447513812154,0.2532096952537275,859,287
7329,7329,16488,27,Huskies,Huskies_D8,Huskies_M4,1H,2019.070462,Head pass,75,97,72.0,88.0,D,8,24,"(24, 8)",28,M,"('D', 'M')",1520,9.486832980505136,0.75,0.10540925533894598,0.14917127071823205,0.3214237864846304,263,521
7330,7330,16489,27,Huskies,Huskies_M4,Huskies_F6,1H,2022.196506,Simple pass,72,88,77.0,83.0,M,24,15,"(15, 24)",16,F,"('M', 'F')",849,7.071067811865476,0.25,0.1414213562373095,0.08287292817679558,0.13624811874575068,497,295
7331,7331,16490,27,Huskies,Huskies_F6,Huskies_D8,1H,2023.1350920000002,Simple pass,77,83,87.0,98.0,F,15,8,"(8, 15)",37,D,"('F', 'D')",655,18.027756377319946,0.5,0.05547001962252291,0.19889502762430936,0.2690580955375923,223,287
7332,7332,16491,27,Huskies,Huskies_F4,Huskies_M4,1H,2030.381518,Simple pass,95,71,88.0,67.0,F,13,24,"(24, 13)",12,M,"('F', 'M')",699,8.06225774829855,0.75,0.12403473458920848,0.06077348066298342,0.29627886193714886,125,521
7333,7333,16493,27,Huskies,Huskies_D1,Huskies_D9,1H,2086.5859769999997,Simple pass,33,82,36.0,36.0,D,0,9,"(9, 0)",6,D,"('D', 'D')",1478,46.09772228646443,1.0,0.02169304578186561,0.027624309392265192,0.3532250117773717,851,41
7334,7334,16494,27,Huskies,Huskies_D9,Huskies_M1,1H,2090.486714,Simple pass,36,36,45.0,77.0,D,9,17,"(17, 9)",4,M,"('D', 'M')",1520,41.97618372363071,0.75,0.02382303276028985,0.016574585635359115,0.2651487178018215,57,1017
7335,7335,16495,27,Huskies,Huskies_M1,Huskies_F6,1H,2097.263711,Simple pass,45,77,70.0,73.0,M,17,15,"(15, 17)",31,F,"('M', 'F')",849,25.317977802344327,0.25,0.03949762527666821,0.16574585635359115,0.1581877726478317,1255,295
7336,7336,16496,27,Huskies,Huskies_F6,Huskies_F2,1H,2100.21087,Simple pass,70,73,61.0,65.0,F,15,11,"(11, 15)",22,F,"('F', 'F')",299,12.041594578792296,1.0,0.08304547985373997,0.1160220994475138,0.39970743763778366,223,927
7337,7337,16497,27,Huskies,Huskies_F2,Huskies_D9,1H,2102.9022210000007,Simple pass,61,65,66.0,21.0,F,11,9,"(9, 11)",3,D,"('F', 'D')",655,44.28317965096907,0.5,0.022581937608857242,0.011049723756906077,0.18291989050052523,859,41
7338,7338,16499,27,Huskies,Huskies_D5,Huskies_M4,1H,2117.033179,Simple pass,44,17,50.0,29.0,D,5,24,"(24, 5)",29,M,"('D', 'M')",1520,13.41640786499874,0.75,0.07453559924999299,0.15469613259668508,0.3232104362837578,625,521
7339,7339,16500,27,Huskies,Huskies_M4,Huskies_M4,1H,2122.8714489999998,Simple pass,46,24,42.0,23.0,M,24,24,"(24, 24)",8,M,"('M', 'M')",1301,4.123105625617661,1.0,0.24253562503633294,0.03867403314917127,0.41747985353987593,497,521
7340,7340,16501,27,Huskies,Huskies_D9,Huskies_M4,1H,2125.6998519999997,Simple pass,33,29,53.0,48.0,D,9,24,"(24, 9)",3,M,"('D', 'M')",1520,27.586228448267445,0.75,0.03624997167972069,0.011049723756906077,0.27313648243143446,57,521
7341,7341,16502,27,Huskies,Huskies_M4,Huskies_M6,1H,2129.964195,High pass,53,48,71.0,5.0,M,24,26,"(26, 24)",34,M,"('M', 'M')",1301,46.61544808322665,1.0,0.021452116007007204,0.18232044198895028,0.4192408228483271,497,537
7342,7342,16503,27,Huskies,Huskies_M1,Huskies_F2,1H,2146.144682,Simple pass,63,31,60.0,17.0,M,17,11,"(11, 17)",182,F,"('M', 'F')",849,14.31782106327635,0.25,0.06984302957695783,1.0,0.44556275513321686,1255,927
7343,7343,16504,27,Huskies,Huskies_F2,Huskies_M1,1H,2148.5670379999997,Simple pass,60,17,65.0,47.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,30.413812651491103,0.75,0.03287979746107145,0.6408839779005525,0.4924720117516282,859,1017
7344,7344,16516,27,Huskies,Huskies_F2,Huskies_M6,1H,2279.115421,Simple pass,67,61,71.0,52.0,F,11,26,"(26, 11)",58,M,"('F', 'M')",699,9.848857801796104,0.75,0.10153461651336193,0.3149171270718232,0.37780206172985764,859,537
7345,7345,16517,27,Huskies,Huskies_M1,Huskies_M4,1H,2287.960301,Simple pass,65,90,73.0,86.0,M,17,24,"(24, 17)",72,M,"('M', 'M')",1301,8.94427190999916,1.0,0.11180339887498948,0.39226519337016574,0.48507838046973134,1255,521
7346,7346,16518,27,Huskies,Huskies_D5,Huskies_F4,1H,2321.279932,Simple pass,91,39,97.0,33.0,D,5,13,"(13, 5)",27,F,"('D', 'F')",999,8.48528137423857,0.5,0.11785113019775792,0.143646408839779,0.23082142739192116,625,289
7347,7347,16519,27,Huskies,Huskies_F4,Huskies_D9,1H,2321.952944,Cross,97,33,97.0,50.0,F,13,9,"(9, 13)",2,D,"('F', 'D')",655,17.0,0.5,0.05882352941176471,0.0055248618784530384,0.18525665330588956,125,41
7348,7348,16520,27,Huskies,Huskies_D5,Huskies_F2,1H,2327.689836,Simple pass,81,19,72.0,32.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,15.811388300841895,0.5,0.06324555320336757,0.5303867403314917,0.36489541375579404,625,927
7349,7349,16521,27,Huskies,Huskies_F2,Huskies_M1,1H,2329.896729,Simple pass,72,32,71.0,62.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,30.01666203960727,0.75,0.03331483023263848,0.6408839779005525,0.4924720117516282,859,1017
7350,7350,16522,27,Huskies,Huskies_M1,Huskies_M6,1H,2333.1187879999998,Simple pass,71,62,81.0,63.0,M,17,26,"(26, 17)",77,M,"('M', 'M')",1301,10.04987562112089,1.0,0.09950371902099893,0.4198895027624309,0.5000839428745133,1255,537
7351,7351,16534,27,Huskies,Huskies_M1,Huskies_M4,1H,2522.962001000001,Simple pass,23,36,52.0,9.0,M,17,24,"(24, 17)",72,M,"('M', 'M')",1301,39.6232255123179,1.0,0.02523772325625344,0.39226519337016574,0.48507838046973134,1255,521
7352,7352,16535,27,Huskies,Huskies_M1,Huskies_G1,1H,2549.4030940000002,Simple pass,39,19,15.0,75.0,M,17,16,"(16, 17)",20,G,"('M', 'G')",45,60.926184846911276,0.75,0.016413304107465318,0.10497237569060773,0.29652842075453717,1255,496
7353,7353,16537,27,Huskies,Huskies_F2,Huskies_F6,1H,2559.824603,Simple pass,63,78,67.0,82.0,F,11,15,"(15, 11)",23,F,"('F', 'F')",299,5.656854249492381,1.0,0.17677669529663687,0.12154696132596685,0.3879652358482488,859,295
7354,7354,16538,27,Huskies,Huskies_F6,Huskies_D8,1H,2561.949060000001,Head pass,67,82,63.0,83.0,F,15,8,"(8, 15)",37,D,"('F', 'D')",655,4.123105625617661,0.5,0.24253562503633294,0.19889502762430936,0.2690580955375923,223,287
7355,7355,16539,27,Huskies,Huskies_D8,Huskies_F2,1H,2563.2287899999997,Simple pass,63,83,67.0,97.0,D,8,11,"(11, 8)",19,F,"('D', 'F')",999,14.560219778561034,0.5,0.06868028197434453,0.09944751381215468,0.22233265906458693,263,927
7356,7356,16540,27,Huskies,Huskies_G1,Huskies_D2,1H,2672.641202,Simple pass,18,39,27.0,86.0,G,16,2,"(2, 16)",29,D,"('G', 'D')",257,47.8539444560216,0.5,0.020896918976428647,0.15469613259668508,0.2359401819387185,473,467
7357,7357,16541,27,Huskies,Huskies_D2,Huskies_D8,1H,2676.8627469999997,Simple pass,27,86,42.0,97.0,D,2,8,"(8, 2)",2,D,"('D', 'D')",1478,18.60107523773827,1.0,0.053760333057047034,0.0055248618784530384,0.3573111663863604,580,287
7467,7467,16804,28,Huskies,Huskies_F6,Huskies_D2,1H,4.729615000000023,Simple pass,49,50,33.0,63.0,F,15,2,"(2, 15)",6,D,"('F', 'D')",655,20.615528128088304,0.5,0.0485071250072666,0.027624309392265192,0.1958641086724743,223,467
7468,7468,16805,28,Huskies,Huskies_D2,Huskies_F4,1H,6.9841559999999845,High pass,33,63,71.0,16.0,D,2,13,"(13, 2)",8,F,"('D', 'F')",999,60.440052945046304,0.5,0.016545319722158856,0.03867403314917127,0.18922554895845364,580,289
7469,7469,16806,28,Huskies,Huskies_M6,Huskies_F4,1H,11.49466799999999,Simple pass,74,14,75.0,15.0,M,26,13,"(13, 26)",24,F,"('M', 'F')",849,1.4142135623730951,0.25,0.7071067811865475,0.1270718232044199,0.16342469168388832,508,289
7470,7470,16807,28,Huskies,Huskies_F6,Huskies_F4,1H,14.404391999999973,Simple pass,76,36,80.0,35.0,F,15,13,"(13, 15)",16,F,"('F', 'F')",299,4.123105625617661,1.0,0.24253562503633294,0.08287292817679558,0.38556953029438185,223,289
7471,7471,16809,28,Huskies,Huskies_D2,Huskies_D7,1H,21.094107000000008,Head pass,35,76,41.0,97.0,D,2,7,"(7, 2)",26,D,"('D', 'D')",1478,21.840329667841555,1.0,0.04578685464956301,0.13812154696132595,0.3928749413623036,580,449
7472,7472,16836,28,Huskies,Huskies_M1,Huskies_F4,1H,253.318988,Head pass,43,68,54.0,62.0,M,17,13,"(13, 17)",36,F,"('M', 'F')",849,12.529964086141668,0.25,0.07980868844676221,0.1933701657458564,0.16697439384175977,1255,289
7473,7473,16837,28,Huskies,Huskies_D7,Huskies_M1,1H,263.761722,High pass,32,94,38.0,81.0,D,7,17,"(17, 7)",49,M,"('D', 'M')",1520,14.31782106327635,0.75,0.06984302957695783,0.26519337016574585,0.360075149455503,408,1017
7474,7474,16839,28,Huskies,Huskies_D7,Huskies_M4,1H,269.641877,Simple pass,73,92,76.0,80.0,D,7,24,"(24, 7)",32,M,"('D', 'M')",1520,12.369316876852979,0.75,0.08084520834544433,0.1712707182320442,0.33446498773500616,408,521
7475,7475,16846,28,Huskies,Huskies_M4,Huskies_D7,1H,386.769956,Simple pass,35,85,30.0,90.0,M,24,7,"(7, 24)",41,D,"('M', 'D')",1668,7.071067811865476,0.25,0.1414213562373095,0.22099447513812154,0.1852130415607157,497,449
7476,7476,16864,28,Huskies,Huskies_D5,Huskies_G1,1H,474.15178499999996,Simple pass,13,24,6.0,33.0,D,5,16,"(16, 5)",27,G,"('D', 'G')",443,11.401754250991381,0.5,0.08770580193070293,0.143646408839779,0.2309142910660564,625,496
7477,7477,16865,28,Huskies,Huskies_D5,Huskies_D2,1H,506.579708,Simple pass,41,6,30.0,31.0,D,5,2,"(2, 5)",40,D,"('D', 'D')",1478,27.313000567495326,1.0,0.036612601296910616,0.2154696132596685,0.4205797151305767,625,467
7478,7478,16866,28,Huskies,Huskies_D2,Huskies_M4,1H,507.491472,Simple pass,30,31,54.0,56.0,D,2,24,"(24, 2)",22,M,"('D', 'M')",1520,34.655446902326915,0.75,0.028855492841238062,0.1160220994475138,0.3099145431845703,580,521
7479,7479,16867,28,Huskies,Huskies_M4,Huskies_D7,1H,510.88707,Simple pass,54,56,68.0,91.0,M,24,7,"(7, 24)",41,D,"('M', 'D')",1668,37.69615364994153,0.25,0.02652790545386455,0.22099447513812154,0.1852130415607157,497,449
7480,7480,16868,28,Huskies,Huskies_D7,Huskies_F6,1H,514.5138519999998,Simple pass,68,91,83.0,91.0,D,7,15,"(15, 7)",22,F,"('D', 'F')",999,15.0,0.5,0.06666666666666668,0.1160220994475138,0.23975199051654342,408,295
7481,7481,16869,28,Huskies,Huskies_F2,Huskies_M6,1H,552.42851,Head pass,46,64,54.0,45.0,F,11,26,"(26, 11)",58,M,"('F', 'M')",699,20.615528128088304,0.75,0.0485071250072666,0.3149171270718232,0.37780206172985764,859,537
7482,7482,16870,28,Huskies,Huskies_D2,Huskies_M4,1H,596.382774,Head pass,30,67,42.0,71.0,D,2,24,"(24, 2)",22,M,"('D', 'M')",1520,12.649110640673518,0.75,0.07905694150420949,0.1160220994475138,0.3099145431845703,580,521
7483,7483,16881,28,Huskies,Huskies_M4,Huskies_F4,1H,650.529612,Simple pass,43,35,72.0,9.0,M,24,13,"(13, 24)",12,F,"('M', 'F')",849,38.9486841883009,0.25,0.02567480829815484,0.06077348066298342,0.12392528024307918,497,289
7484,7484,16882,28,Huskies,Huskies_F2,Huskies_D5,1H,730.647241,Simple pass,39,14,31.0,10.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,8.94427190999916,0.5,0.11180339887498948,0.4585635359116022,0.3380788675174041,859,581
7485,7485,16883,28,Huskies,Huskies_D5,Huskies_D2,1H,731.582337,Simple pass,31,10,32.0,35.0,D,5,2,"(2, 5)",40,D,"('D', 'D')",1478,25.019992006393608,1.0,0.039968038348871575,0.2154696132596685,0.4205797151305767,625,467
7486,7486,16884,28,Huskies,Huskies_D2,Huskies_D7,1H,733.436988,Simple pass,32,35,47.0,86.0,D,2,7,"(7, 2)",26,D,"('D', 'D')",1478,53.16013544000805,1.0,0.018811088266103344,0.13812154696132595,0.3928749413623036,580,449
7487,7487,16885,28,Huskies,Huskies_D7,Huskies_D2,1H,738.571082,Simple pass,47,86,34.0,70.0,D,7,2,"(2, 7)",17,D,"('D', 'D')",1478,20.615528128088304,1.0,0.0485071250072666,0.08839779005524863,0.3766561986477671,408,467
7488,7488,16894,28,Huskies,Huskies_F4,Huskies_M1,1H,803.709642,Simple pass,45,91,34.0,80.0,F,13,17,"(17, 13)",15,M,"('F', 'M')",699,15.556349186104045,0.75,0.0642824346533225,0.07734806629834254,0.295311177882879,125,1017
7489,7489,16895,28,Huskies,Huskies_M1,Huskies_D1,1H,806.2239529999997,Simple pass,34,80,32.0,45.0,M,17,0,"(0, 17)",85,D,"('M', 'D')",1668,35.05709628591621,0.25,0.028524895269256476,0.4640883977900552,0.2570323265472936,1255,678
7490,7490,16896,28,Huskies,Huskies_D1,Huskies_F2,1H,809.6456400000003,Simple pass,32,45,40.0,40.0,D,0,11,"(11, 0)",49,F,"('D', 'F')",999,9.433981132056603,0.5,0.105999788000636,0.26519337016574585,0.27734955359193797,851,927
7491,7491,16897,28,Huskies,Huskies_F2,Huskies_D1,1H,811.519317,Simple pass,40,40,35.0,36.0,F,11,0,"(0, 11)",55,D,"('F', 'D')",655,6.4031242374328485,0.5,0.15617376188860607,0.2983425414364641,0.28161011750873505,859,678
7492,7492,16898,28,Huskies,Huskies_D1,Huskies_M6,1H,814.0402190000003,Simple pass,35,36,55.0,48.0,D,0,26,"(26, 0)",21,M,"('D', 'M')",1520,23.323807579381203,0.75,0.042874646285627205,0.11049723756906077,0.3032838744879485,851,537
7493,7493,16899,28,Huskies,Huskies_M6,Huskies_M1,1H,815.2025160000003,Simple pass,55,48,49.0,48.0,M,26,17,"(17, 26)",54,M,"('M', 'M')",1301,6.0,1.0,0.16666666666666666,0.29281767955801097,0.45850252463041724,508,1017
7494,7494,16900,28,Huskies,Huskies_M1,Huskies_M4,1H,817.257533,Simple pass,49,48,65.0,69.0,M,17,24,"(24, 17)",72,M,"('M', 'M')",1301,26.40075756488817,1.0,0.03787770095392851,0.39226519337016574,0.48507838046973134,1255,521
7495,7495,16901,28,Huskies,Huskies_M4,Huskies_F4,1H,818.5285739999997,Simple pass,65,69,79.0,91.0,M,24,13,"(13, 24)",12,F,"('M', 'F')",849,26.0768096208106,0.25,0.03834824944236852,0.06077348066298342,0.12392528024307918,497,289
7496,7496,16902,28,Huskies,Huskies_F4,Huskies_F6,1H,821.5817079999997,Simple pass,79,91,86.0,85.0,F,13,15,"(15, 13)",10,F,"('F', 'F')",299,9.219544457292887,1.0,0.10846522890932808,0.04972375690607735,0.379303622319742,125,295
7497,7497,16905,28,Huskies,Huskies_M1,Huskies_D1,1H,843.0108650000003,Simple pass,41,73,30.0,42.0,M,17,0,"(0, 17)",85,D,"('M', 'D')",1668,32.89376840679705,0.25,0.030400895015524083,0.4640883977900552,0.2570323265472936,1255,678
7498,7498,16906,28,Huskies,Huskies_D1,Huskies_M1,1H,845.947934,Simple pass,30,42,45.0,64.0,D,0,17,"(17, 0)",92,M,"('D', 'M')",1520,26.627053911388696,0.75,0.03755578830943399,0.5027624309392266,0.44089306920203775,851,1017
7499,7499,16907,28,Huskies,Huskies_M1,Huskies_M4,1H,849.637135,Simple pass,45,64,61.0,68.0,M,17,24,"(24, 17)",72,M,"('M', 'M')",1301,16.492422502470642,1.0,0.060633906259083235,0.39226519337016574,0.48507838046973134,1255,521
7500,7500,16909,28,Huskies,Huskies_D2,Huskies_F2,1H,856.201468,Simple pass,43,68,52.0,47.0,D,2,11,"(11, 2)",56,F,"('D', 'F')",999,22.84731931759173,0.5,0.04376881095324085,0.30386740331491713,0.2894483385581742,580,927
7501,7501,16910,28,Huskies,Huskies_F2,Huskies_M4,1H,856.5511220000003,Simple pass,52,47,67.0,59.0,F,11,24,"(24, 11)",50,M,"('F', 'M')",699,19.209372712298546,0.75,0.05205792062953536,0.2707182320441989,0.36635308880936285,859,521
7502,7502,16911,28,Huskies,Huskies_M4,Huskies_M6,1H,857.86384,Simple pass,67,59,64.0,77.0,M,24,26,"(26, 24)",34,M,"('M', 'M')",1301,18.248287590894662,1.0,0.0547996624351191,0.18232044198895028,0.4192408228483271,497,537
7503,7503,16912,28,Huskies,Huskies_M6,Huskies_M4,1H,863.721149,Simple pass,80,69,82.0,47.0,M,26,24,"(24, 26)",24,M,"('M', 'M')",1301,22.09072203437452,1.0,0.04526787302125927,0.1270718232044199,0.4200539368491623,508,521
7504,7504,16913,28,Huskies,Huskies_M4,Huskies_M6,1H,864.2615679999999,Simple pass,82,47,80.0,51.0,M,24,26,"(26, 24)",34,M,"('M', 'M')",1301,4.47213595499958,1.0,0.22360679774997896,0.18232044198895028,0.4192408228483271,497,537
7505,7505,16914,28,Huskies,Huskies_F6,Huskies_M1,1H,889.879324,Simple pass,36,91,35.0,79.0,F,15,17,"(17, 15)",19,M,"('F', 'M')",699,12.041594578792296,0.75,0.08304547985373997,0.09944751381215468,0.30353213480265273,223,1017
7506,7506,16915,28,Huskies,Huskies_M1,Huskies_F6,1H,890.879025,Simple pass,35,79,29.0,88.0,M,17,15,"(15, 17)",31,F,"('M', 'F')",849,10.816653826391967,0.25,0.09245003270420483,0.16574585635359115,0.1581877726478317,1255,295
7507,7507,16920,28,Huskies,Huskies_F2,Huskies_D7,1H,951.288098,Simple pass,12,67,14.0,92.0,F,11,7,"(7, 11)",32,D,"('F', 'D')",655,25.079872407968914,0.5,0.039872611141445,0.1712707182320442,0.239363615791674,859,449
7508,7508,16926,28,Huskies,Huskies_M6,Huskies_M4,1H,1027.087199,High pass,54,53,72.0,59.0,M,26,24,"(24, 26)",24,M,"('M', 'M')",1301,18.973665961010283,1.0,0.05270462766947299,0.1270718232044199,0.4200539368491623,508,521
7509,7509,16927,28,Huskies,Huskies_M1,Huskies_D7,1H,1092.253111,Simple pass,22,87,8.0,92.0,M,17,7,"(7, 17)",70,D,"('M', 'D')",1668,14.866068747318506,0.25,0.06726727939963124,0.3812154696132597,0.23242147351992587,1255,449
7510,7510,16928,28,Huskies,Huskies_F2,Huskies_M1,1H,1096.422077,Simple pass,28,75,21.0,71.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,8.06225774829855,0.75,0.12403473458920848,0.6408839779005525,0.4924720117516282,859,1017
7511,7511,16929,28,Huskies,Huskies_M1,Huskies_D5,1H,1097.2249470000004,Simple pass,21,71,28.0,38.0,M,17,5,"(5, 17)",79,D,"('M', 'D')",1668,33.734255586866,0.25,0.02964345833643761,0.4309392265193371,0.24667186626286847,1255,581
7512,7512,16930,28,Huskies,Huskies_D5,Huskies_F2,1H,1101.289628,Simple pass,36,40,41.0,36.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,6.4031242374328485,0.5,0.15617376188860607,0.5303867403314917,0.36489541375579404,625,927
7513,7513,16931,28,Huskies,Huskies_F2,Huskies_M1,1H,1103.736141,Simple pass,41,36,48.0,56.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,21.18962010041709,0.75,0.047192917818300865,0.6408839779005525,0.4924720117516282,859,1017
7514,7514,16932,28,Huskies,Huskies_M1,Huskies_D7,1H,1105.235813,Simple pass,48,56,41.0,90.0,M,17,7,"(7, 17)",70,D,"('M', 'D')",1668,34.713109915419565,0.25,0.02880756009578387,0.3812154696132597,0.23242147351992587,1255,449
7515,7515,16933,28,Huskies,Huskies_D7,Huskies_M4,1H,1109.271178,Smart pass,41,90,81.0,87.0,D,7,24,"(24, 7)",32,M,"('D', 'M')",1520,40.11234224026316,0.75,0.02492998274721141,0.1712707182320442,0.33446498773500616,408,521
