,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
19940,33,Opponent16,Opponent13_D1,Opponent16_M4,1H,927.039012,Simple pass,32,39,59.0,25.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
19941,33,Opponent16,Opponent16_M4,Opponent16_M3,1H,930.702864,High pass,59,25,91.0,26.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
19942,33,Opponent16,Opponent16_F1,Opponent16_D4,1H,943.907007,Simple pass,67,65,71.0,85.0,F,F1,7,D4,3,"(7, 3)",25,D,"('F', 'D')",336
19943,33,Opponent16,Opponent16_D4,Opponent16_D5,1H,946.044042,Simple pass,71,85,82.0,90.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
19944,33,Opponent16,Opponent16_D5,Opponent16_F1,1H,950.091611,Simple pass,82,90,89.0,72.0,D,D5,4,F1,7,"(4, 7)",23,F,"('D', 'F')",607
19945,33,Opponent16,Opponent16_D5,Opponent16_M1,1H,956.714192,Simple pass,90,89,77.0,88.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
19946,33,Opponent16,Opponent16_M1,Opponent16_D5,1H,957.9189,Simple pass,77,88,73.0,90.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
19947,33,Opponent16,Opponent16_D5,Opponent16_M1,1H,962.3347949999999,Simple pass,73,90,71.0,91.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
19948,33,Opponent16,Opponent16_M1,Opponent16_M3,1H,963.0924349999999,Simple pass,71,91,65.0,70.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
19949,33,Opponent16,Opponent16_M3,Opponent16_F3,1H,965.214735,Simple pass,65,70,83.0,48.0,M,M3,17,F3,9,"(17, 9)",38,F,"('M', 'F')",809
19952,33,Opponent16,Opponent13_D1,Opponent16_F6,1H,1071.3431039999998,Simple pass,26,41,32.0,61.0,D,D1,0,F6,12,"(0, 12)",4,F,"('D', 'F')",607
19965,33,Opponent16,Opponent16_M3,Opponent16_D1,1H,1128.188272,Simple pass,36,17,30.0,24.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
19966,33,Opponent16,Opponent16_D1,Opponent16_M4,1H,1130.973879,Simple pass,30,24,32.0,40.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
19967,33,Opponent16,Opponent16_M4,Opponent16_M1,1H,1133.777131,Simple pass,32,40,38.0,67.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
19968,33,Opponent16,Opponent16_M1,Opponent16_D5,1H,1137.601935,Simple pass,38,67,60.0,91.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
19969,33,Opponent16,Opponent16_D5,Opponent16_M1,1H,1139.159999,Simple pass,60,91,55.0,69.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
19970,33,Opponent16,Opponent16_M1,Opponent13_D1,1H,1143.905086,Simple pass,55,69,33.0,28.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
19971,33,Opponent16,Opponent13_D1,Opponent16_D1,1H,1146.849985,Simple pass,33,28,39.0,22.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
19972,33,Opponent16,Opponent16_D1,Opponent16_D4,1H,1149.9675,Simple pass,39,22,37.0,74.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
19973,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,1153.850698,Simple pass,37,74,47.0,73.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
19974,33,Opponent16,Opponent16_M1,Opponent13_D1,1H,1159.362961,Simple pass,47,73,34.0,40.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
19975,33,Opponent16,Opponent13_D1,Opponent16_D4,1H,1162.041195,Simple pass,34,40,40.0,80.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
19976,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,1165.413467,Simple pass,40,80,55.0,68.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
19977,33,Opponent16,Opponent16_M1,Opponent16_M3,1H,1167.172157,Simple pass,55,68,59.0,84.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
19980,33,Opponent16,Opponent16_D5,Opponent16_F6,1H,1182.9005619999998,Simple pass,18,89,31.0,87.0,D,D5,4,F6,12,"(4, 12)",7,F,"('D', 'F')",607
19981,33,Opponent16,Opponent16_F6,Opponent16_M3,1H,1184.699222,Simple pass,31,87,13.0,69.0,F,F6,12,M3,17,"(12, 17)",2,M,"('F', 'M')",680
19982,33,Opponent16,Opponent16_M3,Opponent16_D4,1H,1185.815304,Simple pass,13,69,24.0,58.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
19988,33,Opponent16,Opponent16_M3,Opponent16_M4,1H,1211.921313,Simple pass,39,28,35.0,44.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
19989,33,Opponent16,Opponent16_M4,Opponent16_D4,1H,1214.356023,Simple pass,35,44,53.0,70.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
19990,33,Opponent16,Opponent16_D4,Opponent13_D1,1H,1219.711785,Simple pass,53,70,36.0,44.0,D,D4,3,D1,0,"(3, 0)",76,D,"('D', 'D')",1795
19991,33,Opponent16,Opponent13_D1,Opponent16_D4,1H,1222.74182,Simple pass,36,44,52.0,69.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
19992,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,1227.543176,Simple pass,52,69,58.0,76.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
19993,33,Opponent16,Opponent16_M1,Opponent13_D1,1H,1229.409144,Simple pass,58,76,35.0,43.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
19994,33,Opponent16,Opponent13_D1,Opponent16_M3,1H,1232.278489,Simple pass,35,43,60.0,28.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
19995,33,Opponent16,Opponent16_M3,Opponent16_F1,1H,1236.2620060000002,Simple pass,60,28,65.0,24.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
19996,33,Opponent16,Opponent16_F1,Opponent16_D1,1H,1237.306035,Simple pass,65,24,63.0,4.0,F,F1,7,D1,0,"(7, 0)",31,D,"('F', 'D')",336
19997,33,Opponent16,Opponent16_D1,Opponent16_F1,1H,1238.958558,Simple pass,63,4,76.0,6.0,D,D1,0,F1,7,"(0, 7)",37,F,"('D', 'F')",607
19998,33,Opponent16,Opponent16_F1,Opponent16_M3,1H,1244.392112,Simple pass,68,3,72.0,25.0,F,F1,7,M3,17,"(7, 17)",39,M,"('F', 'M')",680
19999,33,Opponent16,Opponent16_M3,Opponent16_D5,1H,1246.707133,High pass,72,25,95.0,84.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20009,33,Opponent16,Opponent16_D1,Opponent13_D1,1H,1297.252252,Simple pass,29,25,22.0,36.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20010,33,Opponent16,Opponent13_D1,Opponent16_G2,1H,1299.436281,Simple pass,22,36,10.0,43.0,D,D1,0,G2,14,"(0, 14)",8,G,"('D', 'G')",383
20011,33,Opponent16,Opponent16_G2,Opponent16_D1,1H,1300.620026,Simple pass,10,43,26.0,10.0,G,G2,14,D1,0,"(14, 0)",11,D,"('G', 'D')",331
20012,33,Opponent16,Opponent16_D1,Opponent16_M3,1H,1302.797903,Simple pass,26,10,33.0,7.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20016,33,Opponent16,Opponent16_M1,Opponent16_F3,1H,1402.278636,Launch,12,93,26.0,93.0,M,M1,15,F3,9,"(15, 9)",40,F,"('M', 'F')",809
20021,33,Opponent16,Opponent13_D1,Opponent16_M3,1H,1502.146807,Head pass,36,29,44.0,14.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20026,33,Opponent16,Opponent16_M1,Opponent13_D1,1H,1523.2617599999999,Simple pass,32,70,18.0,49.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
20027,33,Opponent16,Opponent13_D1,Opponent16_G2,1H,1525.768087,Simple pass,18,49,5.0,49.0,D,D1,0,G2,14,"(0, 14)",8,G,"('D', 'G')",383
20028,33,Opponent16,Opponent16_G2,Opponent16_F1,1H,1527.531898,Launch,5,49,65.0,29.0,G,G2,14,F1,7,"(14, 7)",6,F,"('G', 'F')",73
20029,33,Opponent16,Opponent16_M4,Opponent16_D1,1H,1535.778655,Simple pass,46,22,31.0,19.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20030,33,Opponent16,Opponent16_D1,Opponent16_G2,1H,1538.227334,Simple pass,31,19,11.0,54.0,D,D1,0,G2,14,"(0, 14)",8,G,"('D', 'G')",383
20031,33,Opponent16,Opponent16_G2,Opponent16_D4,1H,1541.7744619999999,Simple pass,11,54,28.0,80.0,G,G2,14,D4,3,"(14, 3)",6,D,"('G', 'D')",331
20032,33,Opponent16,Opponent16_D4,Opponent16_M4,1H,1547.011448,Simple pass,46,76,53.0,49.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
20033,33,Opponent16,Opponent16_M4,Opponent16_D1,1H,1550.641151,Simple pass,53,49,43.0,17.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20034,33,Opponent16,Opponent16_D1,Opponent16_M3,1H,1553.1557480000001,Simple pass,43,17,68.0,2.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20035,33,Opponent16,Opponent16_M3,Opponent16_D1,1H,1554.89371,Simple pass,68,2,44.0,17.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20036,33,Opponent16,Opponent16_D1,Opponent13_D1,1H,1556.289094,Simple pass,44,17,39.0,31.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20037,33,Opponent16,Opponent13_D1,Opponent16_D1,1H,1559.933915,Simple pass,39,31,43.0,19.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20038,33,Opponent16,Opponent16_D1,Opponent13_D1,1H,1562.1413519999999,Simple pass,43,19,39.0,40.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20039,33,Opponent16,Opponent16_D5,Opponent16_M1,1H,1606.484187,Simple pass,68,75,54.0,46.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
20040,33,Opponent16,Opponent16_M1,Opponent16_M3,1H,1609.694682,High pass,54,46,76.0,92.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20041,33,Opponent16,Opponent16_M3,Opponent16_F3,1H,1614.748312,Cross,76,92,92.0,55.0,M,M3,17,F3,9,"(17, 9)",38,F,"('M', 'F')",809
20042,33,Opponent16,Opponent16_D5,Opponent16_D4,1H,1640.066299,Simple pass,76,89,59.0,88.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20043,33,Opponent16,Opponent16_D4,Opponent13_D1,1H,1642.642253,Simple pass,59,88,55.0,46.0,D,D4,3,D1,0,"(3, 0)",76,D,"('D', 'D')",1795
20044,33,Opponent16,Opponent13_D1,Opponent16_D4,1H,1646.57414,Simple pass,55,46,61.0,88.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20045,33,Opponent16,Opponent16_D4,Opponent16_M3,1H,1650.117574,Simple pass,61,88,73.0,82.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
20046,33,Opponent16,Opponent16_M3,Opponent16_D5,1H,1650.711276,Simple pass,73,82,71.0,88.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20047,33,Opponent16,Opponent16_D5,Opponent16_D4,1H,1653.297861,Simple pass,71,88,55.0,87.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20048,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,1655.546471,Simple pass,55,87,60.0,73.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20049,33,Opponent16,Opponent16_M1,Opponent16_D4,1H,1657.511664,Simple pass,60,73,66.0,91.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
20050,33,Opponent16,Opponent16_D5,Opponent16_M3,1H,1666.4965630000002,Head pass,70,92,69.0,83.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526
20051,33,Opponent16,Opponent16_G2,Opponent13_D1,1H,1699.8661949999998,Simple pass,30,83,34.0,47.0,G,G2,14,D1,0,"(14, 0)",11,D,"('G', 'D')",331
20052,33,Opponent16,Opponent13_D1,Opponent16_M4,1H,1702.945287,Simple pass,34,47,53.0,48.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20053,33,Opponent16,Opponent16_M4,Opponent16_M3,1H,1707.3596300000002,High pass,53,48,72.0,4.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20054,33,Opponent16,Opponent16_M3,Opponent16_D1,1H,1710.5388289999999,Simple pass,72,4,62.0,9.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20055,33,Opponent16,Opponent16_D1,Opponent16_M4,1H,1712.532032,Simple pass,62,9,60.0,31.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20056,33,Opponent16,Opponent16_M4,Opponent16_D4,1H,1714.292456,Simple pass,60,31,65.0,69.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20057,33,Opponent16,Opponent16_D4,Opponent16_M4,1H,1719.0068019999999,Simple pass,65,69,56.0,45.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
20058,33,Opponent16,Opponent16_M4,Opponent16_D1,1H,1721.016859,Simple pass,56,45,62.0,16.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20059,33,Opponent16,Opponent16_D1,Opponent16_M3,1H,1722.4852829999998,Simple pass,62,16,77.0,5.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20060,33,Opponent16,Opponent16_M3,Opponent16_D1,1H,1725.270254,Simple pass,77,5,71.0,23.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20061,33,Opponent16,Opponent16_D1,Opponent16_M4,1H,1729.971609,Simple pass,71,23,71.0,43.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20062,33,Opponent16,Opponent16_M4,Opponent16_M1,1H,1731.925244,Simple pass,71,43,74.0,49.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
20063,33,Opponent16,Opponent16_M1,Opponent16_M3,1H,1733.8344530000002,Smart pass,74,49,91.0,25.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20064,33,Opponent16,Opponent16_M1,Opponent16_M3,1H,1783.4609289999999,Simple pass,62,87,78.0,93.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20066,33,Opponent16,Opponent16_M4,Opponent16_D1,1H,1813.9029719999999,Simple pass,47,45,42.0,18.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20067,33,Opponent16,Opponent16_D1,Opponent13_D1,1H,1814.766418,Simple pass,42,18,33.0,29.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20068,33,Opponent16,Opponent13_D1,Opponent16_D4,1H,1817.359259,Simple pass,33,29,32.0,76.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20069,33,Opponent16,Opponent16_D4,Opponent16_G2,1H,1820.528079,Simple pass,32,76,9.0,53.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20070,33,Opponent16,Opponent16_G2,Opponent16_F6,1H,1826.063547,Launch,9,53,62.0,82.0,G,G2,14,F6,12,"(14, 12)",1,F,"('G', 'F')",73
20071,33,Opponent16,Opponent16_M1,Opponent16_D5,1H,1831.536892,Head pass,39,78,54.0,87.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
20072,33,Opponent16,Opponent16_M4,Opponent13_D1,1H,1855.298869,Simple pass,46,49,32.0,30.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20073,33,Opponent16,Opponent13_D1,Opponent16_M1,1H,1857.474074,Simple pass,32,30,55.0,73.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526
20074,33,Opponent16,Opponent16_M1,Opponent16_F6,1H,1861.25073,Simple pass,55,73,69.0,92.0,M,M1,15,F6,12,"(15, 12)",4,F,"('M', 'F')",809
20075,33,Opponent16,Opponent16_F6,Opponent16_M1,1H,1864.575251,Simple pass,69,92,61.0,72.0,F,F6,12,M1,15,"(12, 15)",5,M,"('F', 'M')",680
20076,33,Opponent16,Opponent16_M1,Opponent16_M4,1H,1867.144881,Simple pass,61,72,57.0,64.0,M,M1,15,M4,18,"(15, 18)",128,M,"('M', 'M')",2615
20077,33,Opponent16,Opponent16_M4,Opponent13_D1,1H,1868.816349,Simple pass,57,64,44.0,41.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20078,33,Opponent16,Opponent13_D1,Opponent16_M3,1H,1871.939146,Simple pass,44,41,62.0,29.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20079,33,Opponent16,Opponent16_M3,Opponent13_D1,1H,1873.464969,Simple pass,62,29,43.0,32.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20080,33,Opponent16,Opponent13_D1,Opponent16_M3,1H,1874.151973,Simple pass,43,32,57.0,22.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20081,33,Opponent16,Opponent16_M3,Opponent16_M4,1H,1875.885039,Simple pass,57,22,57.0,41.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
20082,33,Opponent16,Opponent16_M4,Opponent16_F3,1H,1877.967124,Simple pass,57,41,68.0,41.0,M,M4,18,F3,9,"(18, 9)",24,F,"('M', 'F')",809
20083,33,Opponent16,Opponent16_F3,Opponent16_F6,1H,1878.326502,Simple pass,68,41,67.0,76.0,F,F3,9,F6,12,"(9, 12)",2,F,"('F', 'F')",169
20084,33,Opponent16,Opponent16_F6,Opponent16_D4,1H,1880.8252289999998,Simple pass,67,76,72.0,88.0,F,F6,12,D4,3,"(12, 3)",2,D,"('F', 'D')",336
20085,33,Opponent16,Opponent16_D4,Opponent16_F6,1H,1885.039094,Simple pass,72,88,55.0,79.0,D,D4,3,F6,12,"(3, 12)",7,F,"('D', 'F')",607
20086,33,Opponent16,Opponent16_F6,Opponent13_D1,1H,1887.7275280000001,Simple pass,55,79,45.0,48.0,F,F6,12,D1,0,"(12, 0)",2,D,"('F', 'D')",336
20087,33,Opponent16,Opponent16_M3,Opponent16_M4,1H,1894.879336,Simple pass,47,22,48.0,50.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
20088,33,Opponent16,Opponent16_M4,Opponent16_D4,1H,1897.910329,Simple pass,48,50,65.0,86.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20089,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,1902.8126,Simple pass,65,86,47.0,48.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20090,33,Opponent16,Opponent16_M1,Opponent13_D1,1H,1906.506162,Simple pass,47,48,33.0,30.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
20091,33,Opponent16,Opponent13_D1,Opponent16_M1,1H,1909.575366,Simple pass,33,30,48.0,48.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526
20092,33,Opponent16,Opponent16_M4,Opponent16_F1,1H,1913.140994,Simple pass,52,54,66.0,55.0,M,M4,18,F1,7,"(18, 7)",52,F,"('M', 'F')",809
20093,33,Opponent16,Opponent16_M4,Opponent16_D4,1H,1958.067746,Simple pass,32,71,15.0,86.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20094,33,Opponent16,Opponent16_D4,Opponent16_G2,1H,1963.75275,Simple pass,13,88,2.0,54.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20095,33,Opponent16,Opponent16_M3,Opponent13_D1,1H,2001.09,Simple pass,43,14,32.0,31.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20096,33,Opponent16,Opponent13_D1,Opponent16_M4,1H,2003.249681,Simple pass,32,31,36.0,32.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20097,33,Opponent16,Opponent16_M4,Opponent16_M3,1H,2005.802508,Simple pass,36,32,59.0,6.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20098,33,Opponent16,Opponent16_M3,Opponent16_F1,1H,2008.222406,Simple pass,59,6,69.0,13.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
20099,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,2099.748678,Head pass,27,81,34.0,77.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20100,33,Opponent16,Opponent16_M1,Opponent16_F6,1H,2100.473382,Head pass,34,77,36.0,75.0,M,M1,15,F6,12,"(15, 12)",4,F,"('M', 'F')",809
20111,33,Opponent16,Opponent16_M4,Opponent16_M3,1H,2230.7143760000004,Head pass,31,21,35.0,22.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20112,33,Opponent16,Opponent16_D4,Opponent16_D5,1H,2247.606163,Simple pass,33,71,56.0,92.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20113,33,Opponent16,Opponent16_D5,Opponent16_D4,1H,2249.295933,Simple pass,56,92,37.0,76.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20114,33,Opponent16,Opponent16_M1,Opponent16_M3,1H,2260.581063,Simple pass,54,50,46.0,41.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20115,33,Opponent16,Opponent16_M3,Opponent16_D1,1H,2265.103679,Simple pass,46,41,42.0,7.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20116,33,Opponent16,Opponent16_D1,Opponent13_D1,1H,2267.6244829999996,Simple pass,42,7,28.0,26.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20117,33,Opponent16,Opponent13_D1,Opponent16_D4,1H,2269.833985,Simple pass,28,26,22.0,93.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20119,33,Opponent16,Opponent16_G2,Opponent16_M3,1H,2287.3699739999997,Hand pass,12,52,34.0,27.0,G,G2,14,M3,17,"(14, 17)",2,M,"('G', 'M')",87
20120,33,Opponent16,Opponent16_M3,Opponent16_F1,1H,2290.0736079999997,Smart pass,34,27,90.0,5.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
20122,33,Opponent16,Opponent16_M4,Opponent16_D4,1H,2310.945798,Simple pass,66,22,58.0,68.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20123,33,Opponent16,Opponent16_D4,Opponent16_D5,1H,2315.152816,Simple pass,58,68,64.0,90.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20124,33,Opponent16,Opponent16_D5,Opponent16_F6,1H,2318.2142519999998,Simple pass,64,90,65.0,83.0,D,D5,4,F6,12,"(4, 12)",7,F,"('D', 'F')",607
20125,33,Opponent16,Opponent16_F6,Opponent16_D4,1H,2318.502121,Simple pass,65,83,43.0,87.0,F,F6,12,D4,3,"(12, 3)",2,D,"('F', 'D')",336
20126,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,2323.806232,Simple pass,43,87,40.0,72.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20127,33,Opponent16,Opponent16_M1,Opponent13_D1,1H,2325.680515,Simple pass,40,72,30.0,65.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
20128,33,Opponent16,Opponent16_F1,Opponent16_F6,1H,2381.817818,Head pass,46,48,60.0,67.0,F,F1,7,F6,12,"(7, 12)",2,F,"('F', 'F')",169
20129,33,Opponent16,Opponent16_M4,Opponent16_M3,1H,2392.0050260000003,Simple pass,39,28,51.0,34.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20131,33,Opponent16,Opponent16_F6,Opponent16_M4,1H,2407.483538,Simple pass,65,26,57.0,35.0,F,F6,12,M4,18,"(12, 18)",1,M,"('F', 'M')",680
20132,33,Opponent16,Opponent16_M4,Opponent16_M3,1H,2409.618194,Simple pass,57,35,56.0,53.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20133,33,Opponent16,Opponent16_M3,Opponent16_D5,1H,2412.125527,Simple pass,56,53,74.0,88.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20134,33,Opponent16,Opponent16_D5,Opponent16_M1,1H,2415.825959,Simple pass,74,88,74.0,76.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
20135,33,Opponent16,Opponent16_D4,Opponent16_D5,1H,2487.366962,Simple pass,44,27,43.0,74.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20136,33,Opponent16,Opponent16_D5,Opponent16_M4,1H,2492.2097350000004,Simple pass,43,74,52.0,42.0,D,D5,4,M4,18,"(4, 18)",36,M,"('D', 'M')",2526
20137,33,Opponent16,Opponent16_M4,Opponent16_M1,1H,2499.605829,Simple pass,69,42,75.0,64.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
20138,33,Opponent16,Opponent16_D1,Opponent16_M4,1H,2572.04038,Simple pass,33,11,35.0,18.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20139,33,Opponent16,Opponent16_M4,Opponent13_D1,1H,2572.8268239999998,Simple pass,35,18,29.0,31.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20140,33,Opponent16,Opponent13_D1,Opponent16_D4,1H,2574.968884,Simple pass,29,31,37.0,76.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20141,33,Opponent16,Opponent16_D4,Opponent16_M4,1H,2580.7678739999997,Simple pass,37,76,45.0,30.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
20142,33,Opponent16,Opponent16_M4,Opponent16_D1,1H,2583.748111,Simple pass,45,30,34.0,14.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20143,33,Opponent16,Opponent16_D1,Opponent16_M4,1H,2586.3646329999997,Simple pass,34,14,48.0,45.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
